"","Format","Format label","from bio.tools","from bio.tools label","is_format_of","is_format_of label","parent","parent label"
"247","http://edamontology.org/format_2350","Format (by type of data)","http://edamontology.org/data_1460","Protein structure",NA,NA,"http://edamontology.org/format_1915","Format"
"248","http://edamontology.org/format_2352","BioXSD (XML)",NA,NA,"http://edamontology.org/data_0863|http://edamontology.org/data_1255|http://edamontology.org/data_1772|http://edamontology.org/data_2044|http://edamontology.org/data_3108","Sequence alignment|Sequence features|Score|Sequence|Experimental measurement","http://edamontology.org/format_1919|http://edamontology.org/format_2555|http://edamontology.org/format_2571|http://edamontology.org/format_1920","Sequence record format|Alignment format (XML)|Raw sequence format|Sequence feature annotation format"
"249","http://edamontology.org/format_2376","RDF format","http://edamontology.org/data_0006|http://edamontology.org/data_1245","Data|Sequence cluster (protein)",NA,NA,"http://edamontology.org/format_3748|http://edamontology.org/format_2195|http://edamontology.org/format_1915","Linked data format|Ontology format|Format"
"250","http://edamontology.org/format_2532","GenBank-HTML","http://edamontology.org/data_0849","Sequence record",NA,NA,"http://edamontology.org/format_2559","GenBank-like format"
"251","http://edamontology.org/format_2543","EMBL-like format",NA,NA,NA,NA,"http://edamontology.org/format_1919","Sequence record format"
"252","http://edamontology.org/format_2545","FASTQ-like format","http://edamontology.org/data_2975|http://edamontology.org/data_3496|http://edamontology.org/data_3497|http://edamontology.org/data_3494|http://edamontology.org/data_2976","Nucleic acid sequence (raw)|RNA sequence (raw)|DNA sequence (raw)|DNA sequence|Protein sequence",NA,NA,"http://edamontology.org/format_2057","Sequence trace format"
"253","http://edamontology.org/format_2546","FASTA-like","http://edamontology.org/data_0849|http://edamontology.org/data_2044|http://edamontology.org/data_3494|http://edamontology.org/data_2977|http://edamontology.org/data_3495|http://edamontology.org/data_3497","Sequence record|Sequence|DNA sequence|Nucleic acid sequence|RNA sequence|DNA sequence (raw)",NA,NA,"http://edamontology.org/format_1919","Sequence record format"
"254","http://edamontology.org/format_2547","uniprotkb-like format",NA,NA,NA,NA,"http://edamontology.org/format_1919|http://edamontology.org/format_2548","Sequence record format|Sequence feature table format"
"255","http://edamontology.org/format_2548","Sequence feature table format","http://edamontology.org/data_1277|http://edamontology.org/data_1255|http://edamontology.org/data_2535|http://edamontology.org/data_1276","Protein features|Sequence features|Sequence tag profile|Nucleic acid features","http://edamontology.org/data_1255","Sequence features","http://edamontology.org/format_1920","Sequence feature annotation format"
"256","http://edamontology.org/format_2549","OBO","http://edamontology.org/data_3028","Taxonomy",NA,NA,"http://edamontology.org/format_2196","OBO format"
"257","http://edamontology.org/format_2550","OBO-XML",NA,NA,NA,NA,"http://edamontology.org/format_2196","OBO format"
"258","http://edamontology.org/format_2551","Sequence record format (text)",NA,NA,NA,NA,"http://edamontology.org/format_1919","Sequence record format"
"259","http://edamontology.org/format_2552","Sequence record format (XML)",NA,NA,NA,NA,"http://edamontology.org/format_1919","Sequence record format"
"260","http://edamontology.org/format_2553","Sequence feature table format (XML)",NA,NA,NA,NA,"http://edamontology.org/format_2548","Sequence feature table format"
"261","http://edamontology.org/format_2554","Alignment format (text)","http://edamontology.org/data_1384","Sequence alignment (protein)",NA,NA,"http://edamontology.org/format_1921","Alignment format"
"262","http://edamontology.org/format_2555","Alignment format (XML)",NA,NA,NA,NA,"http://edamontology.org/format_1921","Alignment format"
"263","http://edamontology.org/format_2556","Phylogenetic tree format (text)",NA,NA,NA,NA,"http://edamontology.org/format_2006","Phylogenetic tree format"
"264","http://edamontology.org/format_2557","Phylogenetic tree format (XML)",NA,NA,NA,NA,"http://edamontology.org/format_2006","Phylogenetic tree format"
"265","http://edamontology.org/format_2558","EMBL-like (XML)",NA,NA,NA,NA,"http://edamontology.org/format_2543","EMBL-like format"
"266","http://edamontology.org/format_2559","GenBank-like format",NA,NA,NA,NA,"http://edamontology.org/format_1919","Sequence record format"
"267","http://edamontology.org/format_2561","Sequence assembly format (text)",NA,NA,NA,NA,"http://edamontology.org/format_2055","Sequence assembly format"
"268","http://edamontology.org/format_2566","completely unambiguous",NA,NA,NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"269","http://edamontology.org/format_2567","completely unambiguous pure",NA,NA,NA,NA,"http://edamontology.org/format_2566|http://edamontology.org/format_2094","completely unambiguous|pure"
"270","http://edamontology.org/format_2568","completely unambiguous pure nucleotide",NA,NA,NA,NA,"http://edamontology.org/format_2567|http://edamontology.org/format_1207","completely unambiguous pure|nucleotide"
"271","http://edamontology.org/format_2569","completely unambiguous pure dna",NA,NA,NA,NA,"http://edamontology.org/format_2567|http://edamontology.org/format_1212","completely unambiguous pure|dna"
"272","http://edamontology.org/format_2570","completely unambiguous pure rna sequence",NA,NA,NA,NA,"http://edamontology.org/format_2567|http://edamontology.org/format_1213","completely unambiguous pure|rna"
"273","http://edamontology.org/format_2571","Raw sequence format","http://edamontology.org/data_0848|http://edamontology.org/data_2975|http://edamontology.org/data_2603|http://edamontology.org/data_0006|http://edamontology.org/data_2977","Raw sequence|Nucleic acid sequence (raw)|Expression data|Data|Nucleic acid sequence","http://edamontology.org/data_0848","Raw sequence","http://edamontology.org/format_2350","Format (by type of data)"
"274","http://edamontology.org/format_2572","BAM","http://edamontology.org/data_1383|http://edamontology.org/data_2603|http://edamontology.org/data_2044|http://edamontology.org/data_0848|http://edamontology.org/data_0863|http://edamontology.org/data_2977|http://edamontology.org/data_0924|http://edamontology.org/data_3495|http://edamontology.org/data_1017|http://edamontology.org/data_1916|http://edamontology.org/data_1288|http://edamontology.org/data_1050","Sequence alignment (nucleic acid)|Expression data|Sequence|Raw sequence|Sequence alignment|Nucleic acid sequence|Sequence trace|RNA sequence|Sequence range|Alignment|Genome map|File name",NA,NA,"http://edamontology.org/format_2920|http://edamontology.org/format_2057","Alignment format (pair only)|Sequence trace format"
"275","http://edamontology.org/format_2573","SAM","http://edamontology.org/data_0863|http://edamontology.org/data_1916|http://edamontology.org/data_1383|http://edamontology.org/data_0006|http://edamontology.org/data_0924|http://edamontology.org/data_0867|http://edamontology.org/data_2012|http://edamontology.org/data_0849","Sequence alignment|Alignment|Sequence alignment (nucleic acid)|Data|Sequence trace|Sequence alignment report|Sequence coordinates|Sequence record",NA,NA,"http://edamontology.org/format_2920|http://edamontology.org/format_2057","Alignment format (pair only)|Sequence trace format"
"276","http://edamontology.org/format_2585","SBML","http://edamontology.org/data_2600|http://edamontology.org/data_0950","Pathway or network|Mathematical model",NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"277","http://edamontology.org/format_2607","completely unambiguous pure protein",NA,NA,NA,NA,"http://edamontology.org/format_2567|http://edamontology.org/format_1208","completely unambiguous pure|protein"
"278","http://edamontology.org/format_2848","Bibliographic reference format",NA,NA,"http://edamontology.org/data_0970|http://edamontology.org/data_2849","Citation|Abstract","http://edamontology.org/format_2350","Format (by type of data)"
"279","http://edamontology.org/format_2919","Sequence annotation track format","http://edamontology.org/data_3002|http://edamontology.org/data_3108","Annotation track|Experimental measurement","http://edamontology.org/data_3002","Annotation track","http://edamontology.org/format_1920","Sequence feature annotation format"
"280","http://edamontology.org/format_2920","Alignment format (pair only)",NA,NA,"http://edamontology.org/data_1381","Sequence alignment (pair)","http://edamontology.org/format_1921","Alignment format"
"281","http://edamontology.org/format_2921","Sequence variation annotation format","http://edamontology.org/data_1383|http://edamontology.org/data_1276|http://edamontology.org/data_3498","Sequence alignment (nucleic acid)|Nucleic acid features|Sequence variations","http://edamontology.org/data_3498","Sequence variations","http://edamontology.org/format_2350","Format (by type of data)"
"282","http://edamontology.org/format_2922","markx0 variant",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"283","http://edamontology.org/format_2923","mega variant",NA,NA,NA,NA,"http://edamontology.org/format_2554|http://edamontology.org/format_2551","Alignment format (text)|Sequence record format (text)"
"284","http://edamontology.org/format_2924","Phylip format variant",NA,NA,NA,NA,"http://edamontology.org/format_2554|http://edamontology.org/format_2551","Alignment format (text)|Sequence record format (text)"
"285","http://edamontology.org/format_3000","AB1",NA,NA,NA,NA,"http://edamontology.org/format_2057","Sequence trace format"
"286","http://edamontology.org/format_3001","ACE",NA,NA,NA,NA,"http://edamontology.org/format_2055","Sequence assembly format"
"287","http://edamontology.org/format_3003","BED","http://edamontology.org/data_3002|http://edamontology.org/data_2012|http://edamontology.org/data_0928|http://edamontology.org/data_3498|http://edamontology.org/data_3108|http://edamontology.org/data_2048|http://edamontology.org/data_0006|http://edamontology.org/data_1276|http://edamontology.org/data_0863|http://edamontology.org/data_1270|http://edamontology.org/data_3112|http://edamontology.org/data_0951|http://edamontology.org/data_2044|http://edamontology.org/data_0850","Annotation track|Sequence coordinates|Gene expression profile|Sequence variations|Experimental measurement|Report|Data|Nucleic acid features|Sequence alignment|Feature table|Gene expression matrix|Statistical estimate score|Sequence|Sequence set",NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"288","http://edamontology.org/format_3004","bigBed",NA,NA,NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"289","http://edamontology.org/format_3005","WIG","http://edamontology.org/data_3002","Annotation track",NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"290","http://edamontology.org/format_3006","bigWig","http://edamontology.org/data_3496|http://edamontology.org/data_3002|http://edamontology.org/data_0863","RNA sequence (raw)|Annotation track|Sequence alignment",NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"291","http://edamontology.org/format_3007","PSL","http://edamontology.org/data_1276","Nucleic acid features",NA,NA,"http://edamontology.org/format_2920|http://edamontology.org/format_2919","Alignment format (pair only)|Sequence annotation track format"
"292","http://edamontology.org/format_3008","MAF","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_2554|http://edamontology.org/format_2919","Alignment format (text)|Sequence annotation track format"
"293","http://edamontology.org/format_3009","2bit","http://edamontology.org/data_0925","Sequence assembly",NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"294","http://edamontology.org/format_3010",".nib",NA,NA,NA,NA,"http://edamontology.org/format_2571","Raw sequence format"
"295","http://edamontology.org/format_3011","genePred",NA,NA,NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"296","http://edamontology.org/format_3012","pgSnp",NA,NA,NA,NA,"http://edamontology.org/format_2919","Sequence annotation track format"
"297","http://edamontology.org/format_3013","axt",NA,NA,NA,NA,"http://edamontology.org/format_2920","Alignment format (pair only)"
"298","http://edamontology.org/format_3014","LAV","http://edamontology.org/data_1381","Sequence alignment (pair)",NA,NA,"http://edamontology.org/format_2920","Alignment format (pair only)"
"299","http://edamontology.org/format_3015","Pileup","http://edamontology.org/data_0006","Data",NA,NA,"http://edamontology.org/format_2920","Alignment format (pair only)"
"300","http://edamontology.org/format_3016","VCF","http://edamontology.org/data_1276|http://edamontology.org/data_3498|http://edamontology.org/data_2299|http://edamontology.org/data_1063|http://edamontology.org/data_2955|http://edamontology.org/data_2082|http://edamontology.org/data_2294|http://edamontology.org/data_2044|http://edamontology.org/data_2531|http://edamontology.org/data_0954|http://edamontology.org/data_2080|http://edamontology.org/data_1383|http://edamontology.org/data_0849|http://edamontology.org/data_0863|http://edamontology.org/data_2012|http://edamontology.org/data_1050","Nucleic acid features|Sequence variations|Gene name|Sequence identifier|Sequence report|Matrix|Sequence variation ID|Sequence|Experiment report|Database cross-mapping|Database search results|Sequence alignment (nucleic acid)|Sequence record|Sequence alignment|Sequence coordinates|File name",NA,NA,"http://edamontology.org/format_2921","Sequence variation annotation format"
"301","http://edamontology.org/format_3017","SRF",NA,NA,NA,NA,"http://edamontology.org/format_2057","Sequence trace format"
"302","http://edamontology.org/format_3018","ZTR",NA,NA,NA,NA,"http://edamontology.org/format_2057","Sequence trace format"
"303","http://edamontology.org/format_3019","GVF",NA,NA,NA,NA,"http://edamontology.org/format_2921|http://edamontology.org/format_1975","Sequence variation annotation format|GFF3"
"304","http://edamontology.org/format_3020","BCF","http://edamontology.org/data_3498|http://edamontology.org/data_0849|http://edamontology.org/data_1383|http://edamontology.org/data_0006|http://edamontology.org/data_3671","Sequence variations|Sequence record|Sequence alignment (nucleic acid)|Data|Text",NA,NA,"http://edamontology.org/format_2921","Sequence variation annotation format"
"305","http://edamontology.org/format_3033","Matrix format","http://edamontology.org/data_0870|http://edamontology.org/data_2048|http://edamontology.org/data_3112|http://edamontology.org/data_3111|http://edamontology.org/data_2603|http://edamontology.org/data_3108|http://edamontology.org/data_1772|http://edamontology.org/data_2855|http://edamontology.org/data_0849|http://edamontology.org/data_2887|http://edamontology.org/data_2080|http://edamontology.org/data_2909|http://edamontology.org/data_2794|http://edamontology.org/data_2012|http://edamontology.org/data_2872|http://edamontology.org/data_1027|http://edamontology.org/data_1026|http://edamontology.org/data_2082|http://edamontology.org/data_1361|http://edamontology.org/data_0951|http://edamontology.org/data_2725|http://edamontology.org/data_1669|http://edamontology.org/data_0954|http://edamontology.org/data_1276|http://edamontology.org/data_2070|http://edamontology.org/data_1547|http://edamontology.org/data_2959","Sequence distance matrix|Report|Gene expression matrix|Processed microarray data|Expression data|Experimental measurement|Score|Distance matrix|Sequence record|Nucleic acid sequence record|Database search results|Organism name|ORF ID|Sequence coordinates|ID list|Gene ID (NCBI)|Gene symbol|Matrix|Position frequency matrix|Statistical estimate score|Ensembl transcript ID|P-value|Database cross-mapping|Nucleic acid features|Sequence motif (nucleic acid)|Protein contact map|NA","http://edamontology.org/data_2082","Matrix","http://edamontology.org/format_2350","Format (by type of data)"
"306","http://edamontology.org/format_3097","Protein domain classification format",NA,NA,"http://edamontology.org/data_0907","Protein family report","http://edamontology.org/format_2350","Format (by type of data)"
"307","http://edamontology.org/format_3098","Raw SCOP domain classification format",NA,NA,NA,NA,"http://edamontology.org/format_3097","Protein domain classification format"
"308","http://edamontology.org/format_3099","Raw CATH domain classification format",NA,NA,NA,NA,"http://edamontology.org/format_3097","Protein domain classification format"
"309","http://edamontology.org/format_3100","CATH domain report format",NA,NA,NA,NA,"http://edamontology.org/format_3097","Protein domain classification format"
"310","http://edamontology.org/format_3155","SBRML",NA,NA,NA,NA,"http://edamontology.org/format_3166","Biological pathway or network report format"
"311","http://edamontology.org/format_3156","BioPAX","http://edamontology.org/data_0950|http://edamontology.org/data_2968|http://edamontology.org/data_2600","Mathematical model|Image|Pathway or network",NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"312","http://edamontology.org/format_3157","EBI Application Result XML",NA,NA,NA,NA,"http://edamontology.org/format_2066|http://edamontology.org/format_2920","Database hits (sequence) format|Alignment format (pair only)"
"313","http://edamontology.org/format_3158","PSI MI XML (MIF)","http://edamontology.org/data_0906","Protein interaction data",NA,NA,"http://edamontology.org/format_2054","Protein interaction format"
"314","http://edamontology.org/format_3159","phyloXML","http://edamontology.org/data_0872","Phylogenetic tree",NA,NA,"http://edamontology.org/format_2557","Phylogenetic tree format (XML)"
"315","http://edamontology.org/format_3160","NeXML","http://edamontology.org/data_0872|http://edamontology.org/data_3028|http://edamontology.org/data_0863","Phylogenetic tree|Taxonomy|Sequence alignment",NA,NA,"http://edamontology.org/format_2557","Phylogenetic tree format (XML)"
"316","http://edamontology.org/format_3161","MAGE-ML","http://edamontology.org/data_2887|http://edamontology.org/data_2048","Nucleic acid sequence record|Report","http://edamontology.org/data_3111","Processed microarray data","http://edamontology.org/format_2058","Gene expression report format"
"317","http://edamontology.org/format_3162","MAGE-TAB","http://edamontology.org/data_2048|http://edamontology.org/data_0006","Report|Data","http://edamontology.org/data_3111","Processed microarray data","http://edamontology.org/format_2058|http://edamontology.org/format_3475","Gene expression report format|TSV"
"318","http://edamontology.org/format_3163","GCDML",NA,NA,NA,NA,"http://edamontology.org/format_3167","Experiment annotation format"
"319","http://edamontology.org/format_3164","GTrack","http://edamontology.org/data_3002","Annotation track",NA,NA,"http://edamontology.org/format_2919|http://edamontology.org/format_2206","Sequence annotation track format|Sequence feature table format (text)"
"320","http://edamontology.org/format_3166","Biological pathway or network report format","http://edamontology.org/data_2048|http://edamontology.org/data_2600","Report|Pathway or network","http://edamontology.org/data_2984","Pathway or network report","http://edamontology.org/format_2350","Format (by type of data)"
"321","http://edamontology.org/format_3167","Experiment annotation format",NA,NA,"http://edamontology.org/data_2531","Experiment report","http://edamontology.org/format_2350","Format (by type of data)"
"322","http://edamontology.org/format_3235","Cytoband format",NA,NA,"http://edamontology.org/data_3236","Cytoband position","http://edamontology.org/format_2078","Sequence range format"
"323","http://edamontology.org/format_3239","CopasiML",NA,NA,NA,NA,"http://edamontology.org/format_3166|http://edamontology.org/format_2013","Biological pathway or network report format|Biological pathway or network format"
"324","http://edamontology.org/format_3240","CellML",NA,NA,NA,NA,"http://edamontology.org/format_2013","Biological pathway or network format"
"325","http://edamontology.org/format_3242","PSI MI TAB (MITAB)",NA,NA,NA,NA,"http://edamontology.org/format_2054","Protein interaction format"
"326","http://edamontology.org/format_3243","PSI-PAR","http://edamontology.org/data_0906","Protein interaction data",NA,NA,"http://edamontology.org/format_3158","PSI MI XML (MIF)"
"327","http://edamontology.org/format_3244","mzML","http://edamontology.org/data_0943|http://edamontology.org/data_3483|http://edamontology.org/data_0006|http://edamontology.org/data_2536|http://edamontology.org/data_2129","Mass spectrometry spectra|Spectrum|Data|Mass spectrometry data|File format name",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"328","http://edamontology.org/format_3245","Mass spectrometry data format","http://edamontology.org/data_3488|http://edamontology.org/data_3483|http://edamontology.org/data_2536|http://edamontology.org/data_0943","NMR spectrum|Spectrum|Mass spectrometry data|Mass spectrometry spectra","http://edamontology.org/data_2536","Mass spectrometry data","http://edamontology.org/format_2350","Format (by type of data)"
"329","http://edamontology.org/format_3246","TraML",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"330","http://edamontology.org/format_3247","mzIdentML","http://edamontology.org/data_0945|http://edamontology.org/data_0928|http://edamontology.org/data_2536","Peptide identification|Gene expression profile|Mass spectrometry data",NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"331","http://edamontology.org/format_3248","mzQuantML",NA,NA,NA,NA,"http://edamontology.org/format_3245","Mass spectrometry data format"
"332","http://edamontology.org/format_3249","GelML",NA,NA,NA,NA,"http://edamontology.org/format_3167","Experiment annotation format"
"333","http://edamontology.org/format_3250","spML",NA,NA,NA,NA,"http://edamontology.org/format_3167","Experiment annotation format"
"334","http://edamontology.org/format_3252","OWL Functional Syntax",NA,NA,NA,NA,"http://edamontology.org/format_2197","OWL format"
"335","http://edamontology.org/format_3253","Manchester OWL Syntax",NA,NA,NA,NA,"http://edamontology.org/format_2197","OWL format"
"336","http://edamontology.org/format_3254","KRSS2 Syntax",NA,NA,NA,NA,"http://edamontology.org/format_2195","Ontology format"
"337","http://edamontology.org/format_3255","Turtle",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"338","http://edamontology.org/format_3256","N-Triples",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"339","http://edamontology.org/format_3257","Notation3",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"340","http://edamontology.org/format_3261","RDF/XML",NA,NA,NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"341","http://edamontology.org/format_3262","OWL/XML",NA,NA,NA,NA,"http://edamontology.org/format_2197","OWL format"
"342","http://edamontology.org/format_3281","A2M",NA,NA,NA,NA,"http://edamontology.org/format_2200|http://edamontology.org/format_2554","FASTA-like (text)|Alignment format (text)"
"343","http://edamontology.org/format_3284","SFF","http://edamontology.org/data_1234","Sequence set (nucleic acid)",NA,NA,"http://edamontology.org/format_2057","Sequence trace format"
"344","http://edamontology.org/format_3285","MAP","http://edamontology.org/data_3671|http://edamontology.org/data_0920","Text|Genotype/phenotype report",NA,NA,"http://edamontology.org/format_3288","PED/MAP"
"345","http://edamontology.org/format_3286","PED","http://edamontology.org/data_3112","Gene expression matrix",NA,NA,"http://edamontology.org/format_3288","PED/MAP"
"346","http://edamontology.org/format_3287","Individual genetic data format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"347","http://edamontology.org/format_3288","PED/MAP","http://edamontology.org/data_3498","Sequence variations",NA,NA,"http://edamontology.org/format_3287","Individual genetic data format"
"348","http://edamontology.org/format_3309","CT",NA,NA,NA,NA,"http://edamontology.org/format_2076","RNA secondary structure format"
"349","http://edamontology.org/format_3310","SS",NA,NA,NA,NA,"http://edamontology.org/format_2076","RNA secondary structure format"
"350","http://edamontology.org/format_3311","RNAML",NA,NA,NA,NA,"http://edamontology.org/format_2076|http://edamontology.org/format_1921","RNA secondary structure format|Alignment format"
"351","http://edamontology.org/format_3312","GDE",NA,NA,NA,NA,"http://edamontology.org/format_2551","Sequence record format (text)"
"352","http://edamontology.org/format_3313","BLC",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"353","http://edamontology.org/format_3326","Data index format","http://edamontology.org/data_0954","Database cross-mapping","http://edamontology.org/data_0955","Data index","http://edamontology.org/format_2350","Format (by type of data)"
"354","http://edamontology.org/format_3327","BAI","http://edamontology.org/data_0955|http://edamontology.org/data_0863|http://edamontology.org/data_1383","Data index|Sequence alignment|Sequence alignment (nucleic acid)","http://edamontology.org/data_0955","Data index","http://edamontology.org/format_3326","Data index format"
"355","http://edamontology.org/format_3328","HMMER2",NA,NA,NA,NA,"http://edamontology.org/format_1370","HMMER format"
"356","http://edamontology.org/format_3329","HMMER3","http://edamontology.org/data_1364","Hidden Markov model",NA,NA,"http://edamontology.org/format_1370","HMMER format"
"357","http://edamontology.org/format_3330","PO",NA,NA,NA,NA,"http://edamontology.org/format_2554","Alignment format (text)"
"358","http://edamontology.org/format_3331","BLAST XML results format","http://edamontology.org/data_1381|http://edamontology.org/data_1192","Sequence alignment (pair)|Tool name (BLAST)",NA,NA,"http://edamontology.org/format_1333","BLAST results"
"359","http://edamontology.org/format_3462","CRAM","http://edamontology.org/data_3497|http://edamontology.org/data_0006","DNA sequence (raw)|Data",NA,NA,"http://edamontology.org/format_2920","Alignment format (pair only)"
"360","http://edamontology.org/format_3464","JSON","http://edamontology.org/data_2337|http://edamontology.org/data_0896|http://edamontology.org/data_0920|http://edamontology.org/data_2589|http://edamontology.org/data_0006|http://edamontology.org/data_2254|http://edamontology.org/data_2526|http://edamontology.org/data_0893|http://edamontology.org/data_0972|http://edamontology.org/data_1192|http://edamontology.org/data_2048","Resource metadata|Protein report|Genotype/phenotype report|Hierarchy|Data|OBO file format name|Text data|Sequence-structure alignment|Text mining report|Tool name (BLAST)|Report",NA,NA,"http://edamontology.org/format_1915","Format"
"361","http://edamontology.org/format_3466","EPS","http://edamontology.org/data_2968","Image",NA,NA,"http://edamontology.org/format_3696","PS"
"362","http://edamontology.org/format_3467","GIF","http://edamontology.org/data_2955|http://edamontology.org/data_1277","Sequence report|Protein features",NA,NA,"http://edamontology.org/NA|http://edamontology.org/","NA|NA"
"363","http://edamontology.org/format_3468","xls","http://edamontology.org/data_3753|http://edamontology.org/data_0006|http://edamontology.org/data_3148|http://edamontology.org/data_1274|http://edamontology.org/data_0857","Over-representation data|Data|Gene family report|Map|Sequence search results",NA,NA,"http://edamontology.org/format_3507","Document format"
"364","http://edamontology.org/format_3475","TSV","http://edamontology.org/data_3112|http://edamontology.org/data_2600|http://edamontology.org/data_2048|http://edamontology.org/data_1270|http://edamontology.org/data_0951|http://edamontology.org/data_0850|http://edamontology.org/data_2976|http://edamontology.org/data_2872|http://edamontology.org/data_2082|http://edamontology.org/data_3002|http://edamontology.org/data_0896|http://edamontology.org/data_2080|http://edamontology.org/data_0842|http://edamontology.org/data_3498|http://edamontology.org/data_0906|http://edamontology.org/data_0928|http://edamontology.org/data_0945|http://edamontology.org/data_0006|http://edamontology.org/data_3028|http://edamontology.org/data_2762|http://edamontology.org/data_2042|http://edamontology.org/data_1772|http://edamontology.org/data_2854|http://edamontology.org/data_3117|http://edamontology.org/data_2603|http://edamontology.org/data_1276|http://edamontology.org/data_3111|http://edamontology.org/data_3110|http://edamontology.org/data_2955|http://edamontology.org/data_3108|http://edamontology.org/data_2012|http://edamontology.org/data_1277|http://edamontology.org/data_2536|http://edamontology.org/data_2526|http://edamontology.org/data_2812|http://edamontology.org/data_3492|http://edamontology.org/data_1353|http://edamontology.org/data_3134|http://edamontology.org/data_1255|http://edamontology.org/data_2886|http://edamontology.org/data_2956|http://edamontology.org/data_2914|http://edamontology.org/data_3505","Gene expression matrix|Pathway or network|Report|Feature table|Statistical estimate score|Sequence set|Protein sequence|ID list|Matrix|Annotation track|Protein report|Database search results|Identifier|Sequence variations|Protein interaction data|Gene expression profile|Peptide identification|Data|Taxonomy|Sequence signature report|Evidence|Score|Position-specific scoring matrix|Microarray hybridisation data|Expression data|Nucleic acid features|Processed microarray data|Raw microarray data|Sequence report|Experimental measurement|Sequence coordinates|Protein features|Mass spectrometry data|Text data|Lipid identifier|Nucleic acid signature|Sequence motif|Gene transcript report|Sequence features|Protein sequence record|Protein secondary structure|Sequence features metadata|Bibliography",NA,NA,"http://edamontology.org/format_3751","DSV"
"365","http://edamontology.org/format_3477","Cytoscape input file format","http://edamontology.org/data_2968|http://edamontology.org/data_2600","Image|Pathway or network",NA,NA,"http://edamontology.org/format_2058","Gene expression report format"
"366","http://edamontology.org/format_3484","ebwt",NA,NA,"http://edamontology.org/data_3210","Genome index","http://edamontology.org/format_3326","Data index format"
"367","http://edamontology.org/format_3485","RSF",NA,NA,NA,NA,"http://edamontology.org/format_3486","GCG format variant"
"368","http://edamontology.org/format_3486","GCG format variant",NA,NA,NA,NA,"http://edamontology.org/format_2554|http://edamontology.org/format_2551","Alignment format (text)|Sequence record format (text)"
"369","http://edamontology.org/format_3487","BSML",NA,NA,NA,NA,"http://edamontology.org/format_2552","Sequence record format (XML)"
"370","http://edamontology.org/format_3491","ebwtl",NA,NA,"http://edamontology.org/data_3210","Genome index","http://edamontology.org/format_3326","Data index format"
"371","http://edamontology.org/format_3499","Ensembl variation file format","http://edamontology.org/data_3498","Sequence variations",NA,NA,"http://edamontology.org/format_2921","Sequence variation annotation format"
"372","http://edamontology.org/format_3506","docx",NA,NA,NA,NA,"http://edamontology.org/format_3507","Document format"
"373","http://edamontology.org/format_3507","Document format",NA,NA,NA,NA,"http://edamontology.org/format_2350","Format (by type of data)"
"374","http://edamontology.org/format_3508","PDF","http://edamontology.org/data_2884|http://edamontology.org/data_1636|http://edamontology.org/data_3498|http://edamontology.org/data_2048|http://edamontology.org/data_2600|http://edamontology.org/data_0006|http://edamontology.org/data_1916|http://edamontology.org/data_2968|http://edamontology.org/data_2984|http://edamontology.org/data_3002|http://edamontology.org/data_1255|http://edamontology.org/data_0958|http://edamontology.org/data_3671|http://edamontology.org/data_2080|http://edamontology.org/data_1669|http://edamontology.org/data_2603|http://edamontology.org/data_0928|http://edamontology.org/data_0971|http://edamontology.org/data_0850|http://edamontology.org/data_0867","Plot|Heat map|Sequence variations|Report|Pathway or network|Data|Alignment|Image|Pathway or network report|Annotation track|Sequence features|Tool metadata|Text|Database search results|P-value|Expression data|Gene expression profile|Article|Sequence set|Sequence alignment report",NA,NA,"http://edamontology.org/format_3507","Document format"
